gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Peli1,-272.949778083567,-325.59061763280687,True
Peli2,-264.47407085250063,-249.6366622987929,False
Per2,-270.78356234305613,-295.14782658789386,True
Perp,-254.95629769832934,-245.8090686282324,True
Pet100,-264.7358716028274,-250.46206678709981,False
Pex19,-265.30965687304695,-249.0144958399697,False
Pfdn1,-260.2964945434042,-266.4549424159716,False
Pfdn2,-274.73846784738544,-254.23957059749995,False
Pfdn4,-266.2191198937777,-257.512232797187,False
Pfdn5,-237.9794299181256,-242.51892134279274,False
Pfdn6,-259.8071286635073,-257.1957278093293,False
Pfkl,-262.0971157589688,-262.0970313295287,False
Pfkm,-253.04129547347623,-283.6853311753485,False
Pfkp,-249.19961647040424,-272.5868095909798,False
Pfn1,-282.1206814377984,-245.66490198392418,True
Pgam1,-273.1305691118027,-250.10937640575028,False
Pggt1b,-254.8312508768397,-256.1898712125978,False
Pgk1,-261.20004701259415,-249.42869034175973,False
Pgls,-266.55977395192076,-245.13213465491404,False
Pgm5,-324.9690687956557,-292.6961761753589,True
Pgp,-251.56283518824233,-259.199343668964,False
Pgrmc1,-268.91396018857057,-236.44323036980526,True
Pgrmc2,-253.1371848843795,-255.23042620601075,False
Phactr1,-283.9934093241486,-308.1816547955792,False
Phactr2,-260.6132986442188,-276.9418373538915,False
Phax,-258.78845706755453,-264.23981410047475,False
Phb,-245.87400436817217,-241.4773066321667,False
Phb2,-251.31024228112432,-243.78796999001614,False
Phc2,-283.6240179567952,-270.87516844836784,False
Phc3,-291.16969360229115,-283.09008717378487,False
Phf10,-254.66300689415124,-248.5572742499561,False
Phf12,-267.43970769133915,-261.8337720499324,False
Phf14,-260.7191764822221,-244.87916193228946,False
Phf2,-336.1111580092249,-276.3580488374548,False
Phf20,-264.21740831121656,-266.68006085414413,False
Phf20l1,-258.8703626912461,-262.24735919163584,False
Phf21a,-294.83857745309473,-287.58412960001283,False
Phf3,-259.33889833868693,-245.81711750411716,False
Phf5a,-241.97135819994082,-271.85530617133844,False
Phip,-279.9225505794615,-271.8704848104571,False
Phlda3,-241.9726426862971,-374.41021693923756,False
Phldb1,-260.1849248918782,-274.72009720490587,False
Phldb2,-270.780756294946,-263.4975416517344,True
Phpt1,-260.2595949491933,-294.5530777149893,False
Phtf2,-261.9496809636143,-262.2725353726304,False
Phyh,-255.49079476581457,-260.06338082134135,False
Phyhd1,-297.29925237081756,-255.83864984804313,False
Pi15,-274.2197617727089,-264.83254954804,True
Pias1,-254.384179271613,-271.6299559207428,False
Picalm,-272.9199197373164,-246.92636620812237,False
Pid1,-270.24108978865934,-273.9277106218393,False
Pigk,-260.7417084449597,-253.81503986119546,False
Pigp,-275.719092465065,-244.12456552484872,False
Pigyl,-257.8644313123867,-260.05132427388344,False
Pik3c2a,-276.2526998310595,-265.91679380801594,False
Pik3ca,-300.30901466962143,-260.62543990466384,False
Pik3ip1,-324.6692211833888,-243.6963883759768,True
Pik3r1,-317.3116948225706,-291.23912882643765,False
Pin1,-247.23957095665946,-257.0542455326224,False
Pin4,-268.13848794635135,-248.34158246398306,False
Pink1,-239.1018750173957,-253.85903681759726,False
Pip5k1a,-265.2112368765429,-262.0631093681669,False
Pitpna,-269.9390384504682,-252.34550947084207,False
Pitpnb,-262.4225312427259,-254.27519303507572,False
Pja2,-274.9622866701443,-261.67717467003195,False
Pkd1,-283.2251656899721,-266.76751107740915,True
Pkd2,-261.14538235521877,-317.8197365169641,False
Pkdcc,-426.88797505981756,-368.3684646432655,True
Pkia,-260.62915464845776,-268.7922541569562,False
Pkig,-292.7834223075538,-234.31868315450893,True
Pkm,-246.454540238979,-264.66612726033514,False
Pkn1,-286.8130473140149,-248.8254355988578,False
Pkn2,-263.25540865309733,-261.59688258122804,False
Pkp4,-321.0376305214285,-323.6970566994854,False
Pla2g4a,-261.40206131104327,-280.8764644105609,True
Plat,-293.8560110001189,-462.72653041332103,False
Plbd2,-265.43211494297674,-268.01277412173715,False
Plcb1,-262.34884996492804,-310.55698576694016,True
Plcb4,-281.7260330326433,-299.85763893696753,True
Plcd1,-271.7061123762001,-298.065545695477,False
Plec,-291.0999335556154,-272.20937921004514,False
Plekha1,-252.171320243694,-252.66510565223626,False
Plekha3,-247.0273351344682,-250.1621383702774,False
Plekha5,-264.9113664947588,-285.69409007970273,False
Plekhg2,-291.7516260632723,-308.107198210539,False
Plekhg3,-390.3558744132422,-275.73161288904123,True
Plekhj1,-295.8221305359909,-271.47476870986264,False
Plekho1,-244.08731809293752,-248.38402212012414,False
Plekho2,-339.301574717323,-279.4691946041914,False
Plgrkt,-289.86173352794276,-268.7634794462695,False
Plin3,-251.68232399387506,-244.8117685268657,False
Plin4,-310.01530671420244,-279.2987017959065,True
Plod2,-279.73245555005786,-257.7858449591264,False
Plod3,-264.3583397218974,-256.01693117643094,False
Plp2,-307.9637918869865,-274.7840984638774,True
Plpp1,-250.71479899286572,-263.92267986438435,False
Plpp3,-304.6653155337809,-298.1135764506592,False
Pls3,-254.64638896914187,-255.0540364824407,False
Plxdc2,-258.7470300747554,-271.37527993289314,False
Plxnb2,-279.682159869384,-344.7288485592419,False
Pmepa1,-309.2020128211814,-286.0337694839553,False
Pmm1,-262.21812260292563,-252.8197127839033,False
Pmp22,-264.97140701158946,-247.01191949969365,False
Pmpcb,-253.85578867477955,-269.8457062047657,False
Pmvk,-252.23554313398023,-249.65590320392926,False
Pnck,-263.7307621190258,-252.0947976537639,False
Pnisr,-278.07915651076064,-261.60472747192165,False
Pnkd,-264.78920409930504,-250.90032349668246,False
Pnn,-250.06242432859608,-257.1149852450948,False
Pnp,-274.33902699120154,-256.238496393935,False
Pnpla2,-260.5224739052828,-243.15337785339878,False
Pnpla8,-242.10002980862606,-249.9783918744703,False
Pnrc1,-278.8605231202089,-252.45955621910963,False
Pnrc2,-258.1042350211638,-251.4496310562509,False
Pofut2,-245.60861089132177,-256.2373720264617,False
Poglut1,-256.46879804874914,-260.9593789110161,False
Poglut3,-229.63208684759655,-266.7166916110031,False
Pold4,-270.7293271703969,-263.5970240801264,False
Poldip2,-251.75261868696293,-249.08136618470988,False
Pole3,-257.7585819738099,-271.68844368184796,False
Pole4,-261.1386156560095,-263.42875271081743,False
Polr1c,-251.96806943965447,-267.50018423348905,False
Polr1d,-289.0193265176232,-266.75696371675394,False
Polr2a,-263.61150562534857,-260.92135667213097,False
Polr2b,-249.55528503985482,-270.6315777177345,False
Polr2c,-239.00195556690696,-256.78787646077654,False
Polr2e,-277.19599139257963,-253.51359421127194,False
Polr2f,-264.03222216655087,-267.0196755305157,False
Polr2g,-274.4530034172358,-250.2600634457358,False
Polr2h,-255.20045132750542,-244.30904439317635,False
Polr2i,-258.7883540040287,-271.6700526971936,False
Polr2j,-256.9408838903247,-269.4554981135431,False
Polr2k,-259.8745558074582,-264.9036512532974,False
Polr2l,-320.57443333589674,-267.0870991259162,False
Polr2m,-248.43249403007917,-261.87568607718384,False
Polr3gl,-263.20018985161624,-264.1328968186568,False
Pomgnt1,-264.2657363237728,-276.769529120792,False
Pomp,-262.5575602724131,-259.50656353825826,False
Pon2,-239.97871697256122,-251.398239684375,False
Pon3,-263.71895376992177,-264.45264624771875,False
Pop5,-271.954357607222,-263.6261502995566,False
Por,-313.32632559634663,-309.1411940968904,True
Postn,-296.7504026897725,-365.82499268529125,False
Ppa1,-252.54460839574966,-246.86677443848305,False
Ppa2,-261.4815473062214,-251.56760349752537,False
Ppdpf,-289.03871244272267,-252.35831141997778,False
Ppfia1,-282.9683792700981,-262.4360826025495,False
Ppfibp1,-242.97926686520242,-245.74316394685331,False
Ppia,-265.80503220374874,-246.27963625144687,False
Ppib,-283.6352586110033,-269.4300687572238,False
Ppic,-282.47859931415854,-320.10231561722463,False
Ppid,-259.19355664537767,-260.8473603555007,False
Ppie,-265.19717729055344,-250.6731111741703,False
Ppig,-255.99374818966487,-252.38730752359675,False
Ppil1,-289.61410040360323,-258.0292293770325,False
Ppil2,-247.80897941008354,-255.6312848015938,False
Ppil4,-252.82733564058944,-264.1812445817181,False
Ppm1a,-249.4085964521912,-259.0555897080306,False
Ppm1b,-289.2885325913387,-253.60667335511988,False
Ppm1g,-251.86073935686952,-239.37816049337806,False
Ppm1m,-251.39016090498768,-250.94984963894584,False
Ppme1,-239.82883581823623,-264.2402288967665,False
Ppp1ca,-243.63969244888125,-256.0306076139891,False
Ppp1cb,-258.0626864204592,-255.30275059012268,False
Ppp1cc,-250.7002350021961,-252.25073722753888,False
Ppp1r10,-289.08956920913045,-265.71808082670907,False
Ppp1r11,-247.87091889323972,-256.28153058428677,False
Ppp1r12a,-303.9358440409488,-276.27582034469935,False
Ppp1r12b,-298.69351160057454,-257.5052752518587,True
Ppp1r12c,-287.89814664703925,-267.9457292296239,False
Ppp1r14a,-265.22853027791825,-259.48827553628604,False
Ppp1r14b,-292.2920118942859,-255.03089794016904,False
Ppp1r15a,-292.00341479960986,-316.03986730970547,False
Ppp1r18,-272.8297726269547,-277.4509695142876,False
Ppp1r2,-264.4262660107498,-257.8574833761105,False
Ppp1r37,-249.72052720939593,-268.31411758758225,False
Ppp1r7,-250.70877837770638,-266.6913132134521,False
Ppp2ca,-237.94192675111339,-267.406170184527,False
Ppp2r1a,-263.3549102216075,-267.76356317183837,False
Ppp2r2a,-259.4771703531785,-268.8600873726729,False
Ppp2r2d,-253.16026005160074,-278.326935995541,False
Ppp2r3a,-297.6128116805655,-265.9648138343401,False
Ppp2r5a,-266.01039982772994,-280.4439056731255,False
Ppp2r5c,-288.8889739792956,-293.6787007393231,False
Ppp2r5e,-273.2745838799041,-258.0157151819676,False
Ppp3ca,-243.14230110133988,-258.69512777657224,False
Ppp3cb,-278.9855422263412,-256.15571831683826,False
Ppp3r1,-284.6744395302293,-270.1945982271858,False
Ppp4r2,-281.28194383595735,-270.0762317025722,False
Ppp4r3a,-242.2871383161001,-259.22559349333744,False
Ppp4r3b,-256.4043238074649,-252.0980816038258,False
Ppp5c,-239.74457843083533,-269.74566485069977,False
Ppp6c,-265.06088836762905,-249.50434648126708,False
Ppp6r3,-270.18796892155694,-265.39277826339634,False
Ppt1,-288.41660752605276,-275.7303989573858,False
Ppt2,-257.317977306382,-267.8250969071729,False
Pptc7,-280.2126782618742,-270.3371717051799,False
Pqbp1,-287.1854776015565,-273.05162336491395,False
Praf2,-290.07469736134163,-277.86367041941855,False
Prdm16,-324.6575692523025,-358.35413546269433,True
Prdm2,-313.570327260157,-278.8139278847756,False
Prdm6,-286.90687852528146,-261.09920276742844,False
Prdx1,-273.07635305680947,-268.6343510336551,False
Prdx2,-258.18491041209256,-248.1393128983845,False
Prdx3,-291.71927676598307,-269.2460702581271,False
Prdx4,-280.9731751760023,-246.89310072841624,False
Prdx5,-259.7243053167477,-260.0381928797013,False
Prdx6,-268.33020280846773,-238.47489360030733,False
Prelid1,-259.0577766457083,-270.5332254177789,False
Prelp,-321.9889828342356,-338.53283456296094,False
Prkab2,-286.21455142230013,-281.6631630540163,False
Prkaca,-252.6715147842922,-289.311954101532,False
Prkacb,-260.16631295682856,-278.8229154460268,False
Prkag1,-251.06737217497562,-262.1778013912608,False
Prkag2,-268.8453777080646,-265.359327905996,False
Prkar1a,-268.2439492814751,-273.5219077946243,False
Prkar2a,-258.6362678559907,-250.86251014924025,False
Prkcd,-279.7897718968754,-271.27480406709424,True
Prkcsh,-267.7427674720793,-267.36773501151305,False
Prkd3,-251.88111573971167,-274.78974441541163,False
Prkg1,-261.196247765213,-262.20952328267697,False
Prkra,-245.798246060429,-252.47189171396883,False
Prmt1,-234.63043007186417,-252.32430986150683,False
Prnp,-278.1886307603903,-305.43647440140484,False
Prorsd1,-246.3278135683044,-255.15378987121454,False
Pros1,-265.63604086185387,-291.18534424537773,False
Prpf19,-268.2951195680216,-262.1837374684952,False
Prpf31,-260.77063888164014,-239.92704305037057,False
Prpf38b,-251.32907890708765,-257.7275945678489,False
Prpf39,-259.77499238800164,-262.2777906077442,False
Prpf40a,-256.8029562775417,-256.74340855938493,False
Prpf4b,-276.00424820925616,-259.4121207427128,False
Prpf6,-282.6987228852538,-261.66936250913835,False
Prpf8,-270.06313424168445,-256.96125531842335,False
Prpsap1,-252.3305751666379,-257.818021345689,False
Prr13,-270.7444138627247,-252.3266581867908,True
Prrc1,-272.3086516270795,-238.3635499425247,False
Prrc2a,-259.77536227875714,-265.8151094071722,False
Prrc2b,-266.29088722680973,-282.1686282454309,False
Prrc2c,-264.24706239925945,-258.0733027862856,False
Prrx1,-253.87130816166933,-265.2018649551077,False
Prss23,-385.0025788859772,-312.56032564884083,False
Prxl2c,-263.0177681768723,-255.0247323261562,False
Psap,-253.8416636272158,-249.65056878876914,False
Psenen,-276.4414098097716,-262.86453177704027,False
Psip1,-241.80377212139993,-260.6736647886776,False
Psma1,-268.4690787828325,-263.84963483783525,False
Psma2,-257.63945673974996,-253.87285413486552,False
Psma3,-252.4455461429335,-233.88620579209842,False
Psma4,-251.83283919916678,-254.43646408719474,False
Psma5,-255.43831744241191,-248.0762429561322,False
Psma6,-268.4295928942146,-259.81780741338184,False
Psma7,-241.99235166885936,-241.90840206866415,False
Psmb1,-252.4146073777406,-243.36221645363457,False
Psmb2,-284.222866799603,-242.42113565937808,False
Psmb3,-248.73970109162966,-244.44931707085186,False
Psmb4,-243.14759480343628,-247.3828970004723,False
Psmb5,-257.6032976803486,-264.8139647689674,False
Psmb6,-256.2494061086153,-253.96177437343025,False
Psmb7,-252.95496314979596,-238.41094523549876,False
Psmc1,-269.81380308135545,-250.33955977091543,False
Psmc2,-262.26479454017806,-265.05448232728105,False
Psmc3,-268.48454716950295,-267.7542811236152,False
Psmc4,-250.68915664776125,-245.85145051560707,False
Psmc5,-265.03460361162934,-246.37433263968137,False
Psmc6,-261.2960802251207,-248.8588860577213,False
Psmd1,-237.16251743990142,-244.35661580297693,False
Psmd11,-249.47153134268962,-242.79231263160528,False
Psmd12,-251.51999565573988,-250.83933965634174,False
Psmd13,-260.91231090627434,-272.7059367403755,False
Psmd14,-260.84897773204557,-255.28769258165454,False
Psmd2,-272.9938163679929,-270.7009355975341,False
Psmd3,-242.63000319504,-252.4104022371338,False
Psmd4,-258.4408310467462,-250.58446362941754,False
Psmd6,-247.25931695669843,-258.79330081573954,False
Psmd7,-248.36246458669262,-228.09754683003843,False
Psmd8,-242.06710253795455,-270.968381873161,False
Psme1,-239.48191704638566,-236.4280320101646,False
Psme2,-254.33859993190504,-251.32808385087117,False
Psme4,-274.72791748025736,-262.4427154377167,False
Psmg2,-249.36354196595437,-252.8386420939934,False
Psmg4,-275.2675520107317,-241.04635078128206,False
Pstk,-281.8920521336952,-256.1326176539059,False
Ptar1,-242.52781689200953,-257.28218208052834,False
Ptbp1,-269.79549955247626,-258.8845166125872,False
Ptbp2,-262.1412469896963,-269.66747361472596,False
Ptbp3,-263.7313038051345,-249.79010841084408,False
Pten,-269.896014848411,-261.53686509692955,False
Ptges3,-261.84016287265814,-267.40039778302355,False
Ptges3l,-288.73897954985955,-341.94091566858805,False
Ptgis,-249.16616597992646,-263.69212916549316,False
Ptma,-255.5020986828554,-265.65550103103885,False
Ptms,-251.53866240308102,-259.6603737308241,False
Ptov1,-255.0719319411594,-266.25262499543976,False
Ptp4a2,-252.5174598045319,-263.1503956215889,False
Ptp4a3,-269.68965415879,-289.4622660236756,False
Ptpa,-255.40929594397943,-270.8382238999212,False
Ptpmt1,-254.08075552535578,-237.34851564771603,False
Ptpn1,-247.86201622404622,-248.97067670548495,False
Ptpn11,-287.674941785345,-249.19239300232968,False
Ptpn2,-287.34047120641924,-263.2178317656235,False
Ptpn21,-307.2839424702964,-264.2498613775108,False
Ptpn9,-287.9257039137944,-284.9147242463844,False
Ptpra,-265.60843260165177,-260.3433291961303,False
Ptprd,-311.70711701257926,-281.66665080408103,False
Ptprs,-264.25805670907096,-328.95270556303365,False
Ptprz1,-274.1932246662559,-236.60067562410944,True
Pttg1,-269.29615611334987,-242.54135886334544,False
Pttg1ip,-261.2750706034018,-268.460573966171,False
Puf60,-265.7150858768166,-263.4203542670755,False
Pum1,-285.92633590350897,-251.0869882929313,False
Pum2,-250.46658094444462,-249.43325145136384,False
Pura,-244.1691297813415,-255.92942341991164,False
Purb,-280.777007355261,-242.3978690402673,False
Pxdc1,-270.48818509538523,-266.6396865332305,False
Pxdn,-302.86533977248735,-296.34175970062324,False
Pxmp4,-271.5371809661679,-268.92134155860276,False
Pycr2,-279.89550567105346,-264.1551833971285,False
Pygb,-288.33701202499924,-314.143672699187,False
Pygm,-271.8483530454481,-271.8151663203583,False
Qars,-257.73920105384417,-262.48547041355243,False
Qdpr,-252.60402038378987,-254.91564645775662,False
Qk,-248.38423370095705,-274.9143822142446,False
Qrich1,-279.9673777962705,-265.79828608769645,False
Qsox1,-259.6232122639846,-279.9147859631559,False
R3hdm1,-261.33211842783373,-259.9893240140423,False
R3hdm2,-254.41168941313913,-255.4322686622488,False
R3hdm4,-271.87959931238163,-249.91536476669938,False
Rab10,-259.6880494866414,-251.4315644337351,False
Rab11a,-271.0374904648745,-256.3623315124427,False
Rab11b,-256.6222081696116,-259.0659977814771,False
Rab11fip2,-258.21245934431414,-249.68580006304154,False
Rab12,-267.96535090629504,-265.6419792410695,False
Rab13,-255.70707086302934,-247.5612608969952,False
Rab14,-263.2478573965819,-261.8684864967228,False
Rab18,-255.67789348727223,-246.51685723624155,False
Rab1a,-262.9162602534332,-261.44322787202,False
Rab1b,-275.5465894197387,-262.7455942051092,False
Rab21,-266.30399319770606,-241.95011531684514,False
Rab22a,-258.5331882752166,-250.43824757044598,False
Rab24,-261.13188597290787,-256.4106773392083,False
Rab28,-257.27590373412863,-253.2258892384097,False
Rab2a,-246.46546472308603,-244.83419860658665,False
Rab34,-276.43566378677076,-249.4680723590008,False
Rab3a,-299.7905477170208,-261.055669160451,True
